popularity,budget,title,cast,director,keywords,genres,companies,score
0.582226,19000000,Poltergeist II: The Other Side,Craig T. Nelson|JoBeth Williams|Heather O'Rourke|Oliver Robins|Zelda Rubinstein,Brian Gibson,indian|monster|poltergeist|supernatural powers|family secrets,Thriller|Horror,Metro-Goldwyn-Mayer (MGM),5.6
0.566943,10000000,The Money Pit,Tom Hanks|Shelley Long|Alexander Godunov|Maureen Stapleton|Joe Mantegna,Richard Benjamin,rock star|price|chaos|house|home ownership,Comedy|Romance,Universal Pictures|Amblin Entertainment,6.4
0.557155,25000000,Little Shop of Horrors,Rick Moranis|Ellen Greene|Vincent Gardenia|Steve Martin|Tisha Campbell-Martin,Frank Oz,flower|solar eclipse|florist|assistant|plants,Horror|Comedy|Music,"Geffen Company, The|Warner Bros.",6.4
0.551745,0,Nothing in Common,Tom Hanks|Jackie Gleason|Eva Marie Saint|HÃ©ctor Elizondo|Barry Corbin,Garry Marshall,parents kids relationship|divorce,Drama|Comedy|Romance,TriStar Pictures,5.6
0.546365,24500000,The Mission,Robert De Niro|Jeremy Irons|Ray McAnally|Aidan Quinn|Liam Neeson,Roland JoffÃ©,indian|brazil|mission|spanish|portuguese,Adventure|Drama|Action|History,Goldcrest Films International|AMLF|Warner Bros.|Enigma Productions|Kingsmere Productions Ltd.,6.8
0.544757,9000000,Hoosiers,Gene Hackman|Barbara Hershey|Dennis Hopper|C.W. Mundy|Sheb Wooley,David Anspaugh,father-son relationship|indiana|son|sport|basketball,Drama|Family,Orion Pictures|De Haven Productions,6.7
0.541302,3000000,Friday the 13th Part VI: Jason Lives,Thom Mathews|Jennifer Cooke|David Kagen|RenÃ©e Jones|Tom Fridley,Tom McLoughlin,lightning|cemetery|mask|slasher|jason vorhees,Horror|Mystery|Thriller,Paramount Pictures,5.5
0.532252,0,The Mosquito Coast,Harrison Ford|Helen Mirren|River Phoenix|Conrad Roberts|Martha Plimpton,Peter Weir,paradise|living together|power|governance|exit,Adventure|Drama,Warner Bros.,6.1
0.524096,4500000,From Beyond,Jeffrey Combs|Barbara Crampton|Ken Foree|Ted Sorel|Carolyn Purdy-Gordon,Stuart Gordon,experiment with human beings|h.p. lovecraft|parallel universe,Horror|Science Fiction|Fantasy,Empire Pictures|Taryn Prov,5.8
0.523347,0,"No Retreat, No Surrender",Kurt McKinney|Jean-Claude Van Damme|J.W. Fails|Kathie Sileno|Tai Chung Kim,Corey Yuen Kwai,showdown|russian|karate|training|hoodlum,Action,New World Pictures,6.2
0.523108,0,Police Academy 3: Back in Training,Steve Guttenberg|Bubba Smith|David Graf|Michael Winslow|Bobcat Goldthwait,Jerry Paris,competition|governor,Action|Comedy|Crime,Warner Bros.|Police Academy Productions,5.4
0.516685,2000000,Critters,Dee Wallace|M. Emmet Walsh|Billy Green Bush|Scott Grimes|Nadine Van der Velde,Stephen Herek,bounty hunter|small town|kansas|alien|brother sisterÂ ,Comedy|Horror|Science Fiction,New Line Cinema|Smart Egg Pictures|Sho Films,5.7
0.515686,0,Pretty in Pink,Molly Ringwald|Jon Cryer|Andrew McCarthy|Harry Dean Stanton|Annie Potts,Howard Deutch,record store|lovesickness|class|secondhand|love,Comedy,Paramount Pictures,6.6
0.506902,4000000,Sid & Nancy,Gary Oldman|Chloe Webb|David Hayman|Debby Bishop|Andrew Schofield,Alex Cox,punk rock|bassist|hanging from the ceiling,Drama|Music|Romance,Zenith Entertainment|Initial Pictures|U.K. Productions Entity,6.6
0.502047,0,Crossroads,Ralph Macchio|Joe Seneca|Jami Gertz|Joe Morton|Robert Judd,Walter Hill,harmonica|blues|guitar duel,Drama|Music|Mystery|Romance,Columbia Pictures,6.7
0.484711,1500000,DÃ¨moni 2,David Edwin Knight|Nancy Brilli|Coralina Cataldi-Tassoni|Bobby Rhodes|Asia Argento,Lamberto Bava,television|demon|apartment building,Horror|Fantasy,DACFILM Rome,5.4
0.476819,6400000,Hannah and Her Sisters,Woody Allen|Michael Caine|Mia Farrow|Carrie Fisher|Barbara Hershey,Woody Allen,writing|opera|thanksgiving|hypochondriac|television producer,Comedy|Drama,Orion Pictures,7.3
0.464307,0,Soul Man,C. Thomas Howell|Rae Dawn Chong|Arye Gross|James Earl Jones|Melora Hardin,Steve Miner,soul|secret identity|harvard university|college|scholarship,Comedy,,5.4
0.461807,10000000,King Kong Lives,Linda Hamilton|Brian Kerwin|John Ashton|Peter Elliott|Peter Michael Goetz,John Guillermin|Charles McCracken,king kong|giant ape,Action|Horror,,3.5
0.459005,4500000,Salvador,James Woods|Jim Belushi|Michael Murphy|John Savage|Tony Plana,Oliver Stone,civil war|dictator|journalist|guerilla|loss of lover,Drama,Hemdale Film,6.3
0.438751,0,The Transformers: The Movie,Judd Nelson|Peter Cullen|Frank Welker|Leonard Nimoy|Orson Welles,Nelson Shin,toy|transformation,Animation,De Laurentiis Entertainment Group (DEG)|Marvel Productions|Sunbow Productions,7.2
0.438164,0,Jumpin' Jack Flash,Whoopi Goldberg|Stephen Collins|Jonathan Pryce|John Wood|Carol Kane,Penny Marshall,cia|kgb|computer|chat|mole,Romance|Comedy|Thriller,20th Century Fox|Lawrence Gordon Productions,5.3
0.437451,14000000,Down and Out in Beverly Hills,Nick Nolte|Bette Midler|Richard Dreyfuss|Elizabeth PeÃ±a|Little Richard,Paul Mazursky,homeless person|swimming pool|wealth|dog|family,Comedy,Touchstone Pictures|Silver Screen Partners II,5.1
0.433281,0,The Big Easy,Dennis Quaid|Ellen Barkin|Ned Beatty|John Goodman|Lisa Jane Persky,Jim McBride,corruption|investigation|police|murder|gang,Drama|Action|Crime|Mystery,Kings Road Entertainment,6.1
0.425424,10000000,Maximum Overdrive,Emilio Estevez|Pat Hingle|Laura Harrington|Yeardley Smith|John Short,Stephen King,man vs machine|gas station|roadhouse|apparats and technics|siege,Action|Drama|Horror|Science Fiction,De Laurentiis,5.4
0.400218,3000000,A Room with a View,Maggie Smith|Helena Bonham Carter|Denholm Elliott|Julian Sands|Simon Callow,James Ivory,kiss|bed and breakfast place|florence,Drama|Romance,Goldcrest Films International|National Film Finance Corporation (NFFC)|Curzon Film Distributors,6.6
0.399032,0,Firewalker,"Chuck Norris|Louis Gossett, Jr.|Melody Anderson|Will Sampson|Sonny Landham",J. Lee Thompson,secret passage|martial arts|gold|treasure|temple,Action|Adventure|Comedy,Cannon Group|Golan-Globus Productions,4.9
0.389778,18000000,Peggy Sue Got Married,Kathleen Turner|Nicolas Cage|Barry Miller|Catherine Hicks|Joan Allen,Francis Ford Coppola,time travel,Comedy|Drama|Fantasy|Romance,American Zoetrope|TriStar Pictures,5.7
0.385622,0,Something Wild,Jeff Daniels|Melanie Griffith|Ray Liotta|Margaret Colin|Tracey Walter,Jonathan Demme,new york|female nudity|sex|robbery|handcuffs,Action|Comedy|Drama|Romance,Orion Pictures|Religiosa Primitiva,6.6
0.385105,5000000,April Fool's Day,Deborah Foreman|Jay Baker|Pat Barlow|Lloyd Berry|Deborah Goodrich,Fred Walton,island|castration|party|murder|decapitation,Horror|Mystery|Thriller,Paramount Pictures|Hometown Films|YCTM,6.1
0.384232,0,Psycho III,Anthony Perkins|Diana Scarwid|Jeff Fahey|Roberta Maxwell|Hugh Gillin,Anthony Perkins,schizophrenia|female nudity|prostitute|nun|nudity,Horror|Thriller,Universal Pictures,4.7
0.375434,0,Mona Lisa,Bob Hoskins|Cathy Tyson|Michael Caine|Robbie Coltrane|Clarke Peters,Neil Jordan,london|prostitute|ex-detainee|chauffeur|hoodlum,Drama|Crime|Romance,HandMade Films,6.4
0.65576,0,Down by Law,Tom Waits|John Lurie|Roberto Benigni|Nicoletta Braschi|Ellen Barkin,Jim Jarmusch,prison|prostitute|pimp|fight|louisiana,Crime|Drama|Comedy,Island Pictures|Black Snake|Grokenberger Film Produktion,7.3
0.369463,0,Black Moon Rising,Tommy Lee Jones|Linda Hamilton|Robert Vaughn|Richard Jaeckel|Lee Ving,Harley Cokeliss,female nudity|robbery|assassin|shotgun|gun,Science Fiction|Action|Thriller,New World Pictures|Sequoia Productions,5.6
0.356864,111000,Henry: Portrait of a Serial Killer,Michael Rooker|Tracy Arnold|Tom Towles|David Katz|Mary Demas,John McNaughton,chicago|prostitute|rape|sadistic|nudity,Horror|Thriller|Crime|Drama,Maljack Productions,6.1
0.350539,22500,Mala Noche,Doug Cooeyate|Tim Streeter|Sam Downey|Nyla McCarthy|Ray Monge,Gus Van Sant,individual|gay|homeless person|gay kiss|salesclerk,Drama,,5.6
0.3478,2700000,The Wraith,Charlie Sheen|Nick Cassavetes|Sherilyn Fenn|Randy Quaid|Matthew Barry,Mike Marvin,male nudity|female nudity|sex|killing|sheriff,Romance|Science Fiction|Horror|Action|Crime,New Century Entertainment Corporation|Alliance Entertainment|Turbo Productions,5.9
0.345381,0,Trick or Treat,Marc Price|Tony Fields|Lisa Orgolini|Doug Savant|Elaine Joyce,Charles Martin Smith,rock star|halloween|heavy metal|rock'n roll,Horror|Music,De Laurentiis Entertainment Group (DEG),5.0
0.327717,4700000,The Texas Chainsaw Massacre 2,Dennis Hopper|Caroline Williams|Jim Siedow|Bill Moseley|Bill Johnson,Tobe Hooper,hammer|gore|slasher|chainsaw|b horror,Horror,Cannon Films,5.7
0.325629,0,Back to School,Rodney Dangerfield|Keith Gordon|William Zabka|Burt Young|Robert Downey Jr.,Alan Metter,college|whirlpool|clothing store|source music|poetry recitation,Comedy,Orion Pictures|Paper Clip Productions,6.6
0.324099,0,Heartburn,Meryl Streep|Jack Nicholson|Jeff Daniels|Maureen Stapleton|Stockard Channing,Mike Nichols,journalist|wife husband relationship|infidelity,Comedy|Drama|Romance,Paramount Pictures,6.2
0.323711,0,Gung Ho,Michael Keaton|Gedde Watanabe|George Wendt|Mimi Rogers|John Turturro,Ron Howard,japan|usa|factory worker|factory|culture clash,Comedy|Drama,Paramount Pictures,6.2
0.317816,0,Tough Guys,Burt Lancaster|Kirk Douglas|Charles Durning|Alexis Smith|Dana Carvey,Jeff Kanew,prison|train robbery,Comedy|Crime,Touchstone Pictures,4.9
0.311858,0,Deadly Friend,Matthew Laborteaux|Kristy Swanson|Michael Sharrett|Anne Twomey|Anne Ramsey,Wes Craven,crushed to death,Mystery|Drama|Horror|Science Fiction,Warner Bros.|Pan Arts|Layton,6.5
0.311655,10000000,Nan bei Shao Lin,Jet Li|Woo Gin-Keung|Wong Chau-Yin |Yu Cheng-Hui|Yue Hoi,Liu Chia-Liang,,Action|Comedy,Shaw Brothers,6.7
0.311025,0,About Last Night...,Demi Moore|Rob Lowe|Jim Belushi|Elizabeth Perkins|George DiCenzo,Edward Zwick,,Comedy|Drama|Romance,TriStar Pictures|Delphi V Productions,5.0
0.309218,0,F/X,Bryan Brown|Brian Dennehy|Diane Venora|Cliff DeYoung|Mason Adams,Robert Mandel,corruption|detective|assassin|showdown|fbi,Crime|Thriller|Action,Orion Pictures|Dodi Fayed - Jack Wiener,6.1
0.306425,0,Luxo Jr.,,John Lasseter,pixar animated short|luxo lamps|beach ball|father and child,Animation|Family,Pixar Animation Studios,7.3
0.302986,3000000,House,William Katt|George Wendt|Richard Moll|Kay Lenz|Mary Stavin,Steve Miner,vietnam war|haunted house|author,Comedy|Horror,New World Pictures,5.5
0.207606,12000000,Invaders from Mars,Karen Black|Hunter Carson|Timothy Bottoms|Laraine Newman|James Karen,Tobe Hooper,space invasion|remake|alien invasion,Science Fiction,Cannon Pictures,5.1
0.289554,0,Clockwise,John Cleese|Sharon Maiden|Alison Steadman|Penelope Wilton|Penny Leatherbarrow,Christopher Morahan,england|chaos|pÃ¼nktlichkeit|principal|train,Comedy,Thorn EMI Screen Entertainment,5.7
0.287424,2000000,Class of Nuke 'Em High,Janelle Brady|Gil Brenton|Robert Prichard|Pat Ryan|James Nugent Vernon,Richard W. Haines|Lloyd Kaufman,,Horror|Comedy|Science Fiction,Troma Entertainment,5.8
0.284705,0,Running Scared,Gregory Hines|Billy Crystal|Steven Bauer|Darlanne Fluegel|Joe Pantoliano,Peter Hyams,taxi|chicago|airport|bar|florida,Thriller|Action|Comedy|Crime,David Foster Productions|Turman-Foster Company|Metro-Goldwyn-Mayer (MGM),6.6
0.277984,18000000,The Manhattan Project,John Lithgow|Christopher Collet|Cynthia Nixon|Jill Eikenberry|John Mahoney,Marshall Brickman,bomb|helicopter|plutonium|laser|heist,Science Fiction|Thriller,Gladden Entertainment,6.0
0.268676,0,Rad,Bill Allen|Lori Loughlin|Talia Shire|Ray Walston|Alfie Wise,Hal Needham,bmx,Drama|Family,TriStar Pictures,7.4
0.258898,6500000,At Close Range,Sean Penn|Christopher Walken|Mary Stuart Masterson|Chris Penn|Millie Perkins,James Foley,rape|1970s|gun|sociopath|drug,Crime|Drama,Orion Pictures,6.0
0.258334,0,One Crazy Summer,John Cusack|Demi Moore|Bobcat Goldthwait|Tom Villard|Jeremy Piven,Savage Steve Holland,aftercreditsstinger,Drama|Comedy|Romance|Family,A&M Films,6.7
0.256518,0,Witchboard,Stephen Nichols|Tawny Kitaen|Todd Allen|Kathleen Wilhoite|Burke Byrnes,Kevin Tenney,ax|possession|psychic power|ouija|ouija board,Horror,,5.6
0.314511,0,Round Midnight,Dexter Gordon|FranÃ§ois Cluzet|Gabrielle Haker|Christine Pascal|Pierre Trabaud,Bertrand Tavernier,jazz|musical|biography,Drama,PECF|Little Bear,6.5
0.253984,0,Iron Eagle,"Louis Gossett, Jr.|Jason Gedrick|Tim Thomerson|Larry B. Scott|Shawnee Smith",Sidney J. Furie,dictator|father-son relationship|government|execution,Action|Thriller|War,TriStar Pictures,4.4
0.459144,0,Legal Eagles,Robert Redford|Debra Winger|Daryl Hannah|Brian Dennehy|Terence Stamp,Ivan Reitman,court case|client|lawyer|courtroom,Comedy|Crime|Drama|Romance|Thriller,Universal Pictures|Mirage Enterprises|Northern Lights Entertainment,5.3
0.231591,0,The Delta Force,Chuck Norris|Lee Marvin|Shelley Winters|Martin Balsam|Joey Bishop,Menahem Golan,terrorist|plane hijacking|covert opperations,Action|Thriller,Golan-Globus,5.0
0.247524,0,No Mercy,Richard Gere|Kim Basinger|Jeroen KrabbÃ©|George Dzundza|Gary Basaraba,Richard Pearce,sex|louisiana|vigilante|revenge|murder,Action|Crime|Thriller,TriStar Pictures,5.3
0.245607,1100000,Troll,Noah Hathaway|Michael Moriarty|Julia Louis-Dreyfus|Shelley Hack|Jenny Beck,John Carl Buechler,troll|potter,Fantasy|Horror,Empire Pictures|Altar Productions,4.6
0.22737,0,Caravaggio,Nigel Terry|Tilda Swinton|Sean Bean|Robbie Coltrane|Nigel Davenport,Derek Jarman,italy|male nudity|painter|gay kiss|artist,Drama|History,British Film Institute (BFI),4.7
0.233302,0,The Boy Who Could Fly,Jay Underwood|Fred Savage|Bonnie Bedelia|Colleen Dewhurst|Fred Gwynne,Nick Castle,,Drama|Family|Fantasy|Science Fiction,Lorimar Motion Pictures,5.6
0.217599,15000000,The Clan of the Cave Bear,Daryl Hannah|Pamela Reed|James Remar|Thomas G. Waites|John Doolittle,Michael Chapman,stone age|tribe|cavemen|prehistoric adventure|prehistoric times,Adventure|Drama,The Guber-Peters Company|Warner Bros.|Producers Sales Organization (PSO)|Jonesfilm|The Jozak Company,4.7
0.21335,0,Night of the Creeps,Jason Lively|Steve Marshall|Jill Whitlow|Tom Atkins|Wally Taylor,Fred Dekker,female nudity|monster|spacecraft|experiment|nudity,Comedy|Horror|Science Fiction,TriStar Pictures|Delphi V Productions,6.8
0.208365,800000,Chopping Mall,Kelli Maroney|Tony O'Dell|Barbara Crampton|Russell Todd|Karrie Emerson,Jim Wynorski,female nudity|woman director,Horror|Science Fiction,,5.1
0.203663,12000000,Armed and Dangerous,John Candy|Eugene Levy|Robert Loggia|Meg Ryan|Kenneth McMillan,Mark L. Lester,corruption|ex-cop|private detective|criminal defence lawyer,Action|Comedy|Crime,Columbia Pictures|Delphi V Productions|Frostbacks,5.1
0.201891,0,Haunted Honeymoon,Gene Wilder|Gilda Radner|Dom DeLuise|Jonathan Pryce|Eve Ferret,Gene Wilder,radio program,Comedy|Horror|Music,Orion Pictures,5.3
0.200781,0,Children of a Lesser God,Marlee Matlin|William Hurt|Philip Bosco|John Limnidis|Piper Laurie,Randa Haines,deaf-mute|listening|man-woman relation|deaf|woman director,Drama|Romance,Paramount Pictures,6.7
0.19577,0,MacskafogÃ³,MiklÃ³s Benedek|LÃ¡szlÃ³ SinkÃ³|Gyula Bodrogi|Ilona BÃ©res,BÃ©la Ternovszky,cat|talking animal|cartoon cat|adult animation,Animation|Family,,8.0
0.215644,0,Lucas,Corey Haim|Kerri Green|Charlie Sheen|Winona Ryder|Courtney Thorne-Smith,David Seltzer,high school|american football team|cheerleading,Comedy|Drama|Romance,20th Century Fox,5.7
0.181563,0,Wildcats,Goldie Hawn|Swoosie Kurtz|Woody Harrelson|Wesley Snipes|Robyn Lively,Michael Ritchie,american football|sport|coach|the big game,Comedy|Drama,Warner Bros.|Hawn / Sylbert Movie Company,6.3
0.167621,15000000,Club Paradise,Robin Williams|Peter O'Toole|Rick Moranis|Jimmy Cliff|Twiggy,Harold Ramis,tropical island,Comedy|Drama|Romance,Warner Bros.,4.1
0.155043,0,Youngblood,Rob Lowe|Cynthia Gibb|Patrick Swayze|Ed Lauter|Jim Youngs,Peter Markle,frustration|sport|hockey|coach|beating,Drama|Romance,United Artists|The Guber-Peters Company,5.5
0.139942,0,She's Gotta Have It,Tracy Camilla Johns|Tommy Redmond Hicks|John Canada Terrell|Spike Lee|Raye Dowell,Spike Lee,lesbian|black independent film,Comedy|Romance,40 Acres & A Mule Filmworks,5.2
0.13993,0,Captain EO,Michael Jackson|Anjelica Huston|Dick Shawn|Tony Cox|Debbie Lee Carrington,Francis Ford Coppola,musical,Science Fiction,,6.2
0.090923,0,When the Wind Blows,Peggy Ashcroft|John Mills|Robin Houston|David Dundas,Jimmy T. Murakami,england|rain|firemen|dying and death|disaster,Animation|Comedy|Drama|War,Film Four International|British Screen Productions|TVC London|Penguin Books,7.3
0.063527,0,Kuryer,Fyodor Dunayevsky|Anastasiya Nemolyayeva|Oleg Basilashvili|Inna Churikova|Aleksandr Pankratov-Chyornyy,Karen Shakhnazarov,,Drama|Romance|Comedy,Mosfilm,7.4
0.094098,18000000,SpaceCamp,Kate Capshaw|Lea Thompson|Kelly Preston|Larry B. Scott|Joaquin Phoenix,Harry Winer,space|astronaut|space shuttle|trapped in space|space camp,Family|Adventure,ABC Motion Pictures,6.2
0.058402,0,Dead End Drive-In,Ned Manning|Natalie McCurry|Peter Whitford|Wilbur Wilde|Dave Gibson,Brian Trenchard-Smith,female nudity|electric fence|nudity|australian|australia,Action|Drama|Horror|Science Fiction|Thriller,New South Wales Film Corp.|Springvale Productions,5.6
0.087852,0,Absolute Beginners,Eddie O'Connell|Patsy Kensit|David Bowie|James Fox|Ray Davies,Julien Temple,london,Fantasy|Drama|Music|Romance,,5.0
0.080517,0,Gothic,Gabriel Byrne|Julian Sands|Natasha Richardson|Myriam Cyr|Timothy Spall,Ken Russell,opium|literature|frankenstein|mystery|drug,Drama|Fantasy|Horror,,4.2
0.076196,1900000,Vamp,Chris Makepeace|Sandy Baron|Robert Rusler|Dedee Pfeiffer|Gedde Watanabe,Richard Wenk,female nudity|nudity|vampire|strip club|chase,Comedy|Horror,Balcor Film Investors|Planet Productions,5.2
0.068835,15000000,Manhunter,William Petersen|Kim Greist|Dennis Farina|Brian Cox|Joan Allen,Michael Mann,loss of family|covered investigation|eye|full moon|investigation,Crime|Horror|Thriller,De Laurentiis Entertainment Group (DEG)|Red Dragon Productions S.A.,6.6
0.066529,0,TerrorVision,Diane Franklin|Gerrit Graham|Mary Woronov|Chad Allen|Jon Gries,Ted Nicolaou,mutant|slime|satellite|alien,Horror|Science Fiction|Thriller,,5.1
0.216201,8500000,Lady Jane,Helena Bonham Carter|Cary Elwes|John Wood|Patrick Stewart|Joss Ackland,Trevor Nunn,,Drama|Romance|History,Paramount Pictures|Capital Equipment Leasing,6.4
0.001567,0,Yuppies 2,Massimo Boldi|Jerry CalÃ |Christian De Sica|Ezio Greggio|Federica Moro,Enrico Oldoini,,Comedy,,5.0
2.272486,15000000,Robin Hood,Brian Bedford|Phil Harris|Peter Ustinov|Pat Buttram|Ken Curtis,Wolfgang Reitherman,hero|fox|robin hood|right and justice|outlaw,Animation|Family,Walt Disney Productions,6.9
2.010733,8000000,The Exorcist,Linda Blair|Max von Sydow|Ellen Burstyn|Jason Miller|Lee J. Cobb,William Friedkin,exorcism|holy water|religion and supernatural|vomit|christian,Drama|Horror|Thriller,Warner Bros.|Hoya Productions,7.2
1.549139,7000000,Live and Let Die,Roger Moore|Yaphet Kotto|Jane Seymour|Clifton James|Julius Harris,Guy Hamilton,london|new york|bomb|england|spy,Adventure|Action|Thriller,Eon Productions|Metro-Goldwyn-Mayer (MGM),6.1
1.087374,500000,Mean Streets,Harvey Keitel|Robert De Niro|David Proval|Amy Robinson|Richard Romanus,Martin Scorsese,epilepsy|protection money|secret love|money|redemption,Drama|Crime,Scorsese Productions,7.1
0.993066,850000,Enter the Dragon,Bruce Lee|Jim Kelly|John Saxon|Ahna Capri|Sek Kin,Robert Clouse,martial arts|kung fu,Crime|Thriller|Action,Golden Harvest Company|Concord Productions Inc.|Warner Bros.|Sequoia Productions,7.0
0.971417,0,Westworld,Yul Brynner|Richard Benjamin|James Brolin|Norman Bartold|Alan Oppenheimer,Michael Crichton,man vs machine|android|brothel|saloon|computer virus,Action|Adventure|Drama|Horror|Science Fiction,Metro-Goldwyn-Mayer (MGM),6.4
0.876503,1700000,Battle for the Planet of the Apes,Roddy McDowall|Lew Ayres|Bobby Porter|Richard Eastham|Claude Akins,J. Lee Thompson,post-apocalyptic|dystopia|ape,Action|Science Fiction,Twentieth Century Fox Film Corporation|Apjac International,5.3
0.874266,1500000,Don't Look Now,Julie Christie|Donald Sutherland|Hilary Mason|Clelia Matania|Massimo Serato,Nicolas Roeg,venice|italy|female nudity|sister sister relationship|gondola,Thriller|Drama|Horror,Casey Productions|Eldorado Films,6.7
0.863156,5500000,The Sting,Paul Newman|Robert Redford|Robert Shaw|Charles Durning|Ray Walston,George Roy Hill,chicago|bet|horse race|repayment|con man,Comedy|Crime|Drama,Universal Pictures,7.7
0.82316,0,Magnum Force,Clint Eastwood|Hal Holbrook|Mitchell Ryan|David Soul|Tim Matheson,Ted Post,arbitrary law|covered investigation|uniform|investigation|inspector,Action|Crime|Thriller,Warner Bros.,6.9
0.79974,0,High Plains Drifter,Clint Eastwood|Verna Bloom|Marianna Hill|Mitchell Ryan|Jack Ging,Clint Eastwood,gunslinger|desperation|outlaw,Western,Universal Pictures|Malpaso Productions,7.1
0.718864,0,The Day of the Jackal,Edward Fox|Michael Lonsdale|Olga Georges-Picot|Delphine Seyrig|Eric Porter,Fred Zinnemann,paris|france|assassination|assassin|traitor,Action|Thriller,Universal Productions France S.A.|Warwick Productions|Warwick Film Productions,6.7
0.700695,0,Breezy,William Holden|Kay Lenz|Roger C. Carmel|Marj Dusay|Joan Hotchkis,Clint Eastwood,female nudity|hippie|sex|beach|1970s,Drama|Romance,Malpaso Productions,7.1
0.684079,777000,American Graffiti,Richard Dreyfuss|Ron Howard|Paul Le Mat|Charles Martin Smith|Cindy Williams,George Lucas,farewell|rock and roll|robbery|love at first sight|car race,Comedy|Drama,Lucasfilm|Universal Pictures|The Coppola Company,6.5
0.621476,0,Soylent Green,Charlton Heston|Edward G. Robinson|Leigh Taylor-Young|Chuck Connors|Joseph Cotten,Richard Fleischer,paranoia|dystopia|overpopulation|near future,Mystery|Science Fiction|Thriller,Metro-Goldwyn-Mayer (MGM),6.6
0.600434,12000000,Papillon,Steve McQueen|Dustin Hoffman|Victor Jory|Don Gordon|Anthony Zerbe,Franklin J. Schaffner,prison|escape from prison|devil's island,Crime|Drama,Solar Productions|Allied Artists Pictures|Corona-General,7.4
0.5684,2000000,Sleeper,Woody Allen|Diane Keaton|John Beck|Mary Gregory|Brian Avery,Woody Allen,sex|revolution|future|dystopia|government,Science Fiction|Comedy|Romance,Rollins-Joffe Productions,6.9
0.549206,0,Jesus Christ Superstar,Ted Neeley|Carl Anderson|Yvonne Elliman|Barry Dennen|Bob Bingham,Norman Jewison,israel|dance|jesus christ|crucifixion|musical,Drama|History|Music,Universal Pictures,6.9
0.50142,3000000,Serpico,Al Pacino|John Randolph Jones|Jack Kehoe|Biff McGuire|Barbara Eda-Young,Sidney Lumet,corruption|hippie|money,Crime|Drama|History,Paramount Pictures|De Laurentiis Entertainment Group|Artists Entertainment Complex,7.3
0.420768,0,Charley Varrick,Walter Matthau|Joe Don Baker|Felicia Farr|Andrew Robinson|Sheree North,Don Siegel,small town|pilot|bank heist,Action|Crime|Drama|Thriller,Universal Pictures,6.8
0.419331,0,Paper Moon,Ryan O'Neal|Tatum O'Neal|Madeline Kahn|John Hillerman|P.J. Johnson,Peter Bogdanovich,bible|con man|carnival|funeral|great depression,Comedy|Crime|Drama,Paramount Pictures|Saticoy Productions|The Directors Company,7.7
0.412189,0,The Three Musketeers,Michael York|Oliver Reed|Richard Chamberlain|Frank Finlay|Faye Dunaway,Richard Lester,france|fight|louis xiii.|extramarital affair,Action|Adventure|Comedy|Drama,Film Trust S.A.|Alexander Salkind,7.0
0.392936,0,The Long Goodbye,Elliott Gould|Nina van Pallandt|Sterling Hayden|Mark Rydell|David Arkin,Robert Altman,detective|mission of murder|police operation|victim of murder|united statesâ€“mexico barrier,Thriller|Crime|Drama|Mystery,Lions Gate Films|E-K-Corporation,7.0
0.384763,4638783,Pat Garrett & Billy the Kid,James Coburn|Kris Kristofferson|Richard Jaeckel|Katy Jurado|Chill Wills,Sam Peckinpah,sheriff|aging|billy the kid|lawlessness|old friends,Western,Metro-Goldwyn-Mayer (MGM),7.4
0.38388,0,The Golden Voyage of Sinbad,John Phillip Law|Caroline Munro|Tom Baker|Douglas Wilmer|Martin Shaw,Gordon Hessler,tattoo|sinbad,Action|Adventure|Drama|Family|Fantasy,Columbia Pictures,6.3
0.378597,0,The Legend of Hell House,Pamela Franklin|Roddy McDowall|Clive Revill|Gayle Hunnicutt|Roland Culver,John Hough,isolation|medium|afterlife|physicist|haunting,Horror|Mystery,Academy Pictures,6.5
0.240731,0,The Last Detail,Jack Nicholson|Otis Young|Randy Quaid|Clifton James|Carol Kane,Hal Ashby,taxi|sailor|road movie,Comedy|Drama,Columbia Pictures|Acrobat Productions|Bright-Persky Associates,6.8
0.359048,0,Charlotte's Web,Debbie Reynolds|Henry Gibson|Danny Bonaduce|Agnes Moorehead|Bob Holt,Charles A. Nichols|Iwao Takamoto,spider|musical|talking animal|drying self with towel|animal human communication,Animation|Drama|Family,Paramount Pictures|Hanna-Barbera Productions|Sagittarius Productions|Paramount Animation,6.3
0.355622,0,Cahill U.S. Marshal,John Wayne|George Kennedy|Gary Grimes|Neville Brand|Clay O'Brien,Andrew V. McLaglen,u.s. marshal|cowboy and outlaw,Drama|Western,Batjac Productions|Warner Bros.,5.0
0.339193,0,Badlands,Martin Sheen|Sissy Spacek|Warren Oates|Gary Littlejohn|Alan Vint,Terrence Malick,mass murder|father murder|on the run|gritty|south dakota,Crime|Drama,Pressman-Williams|Warner Bros.|Jill Jakes Production|Badlands Company,7.3
0.338084,500000,Coffy,Pam Grier|Robert DoQui|Sid Haig|Booker Bradshaw|William Elliott,Jack Hill ,orderly|right and justice|blaxploitation|afro,Action|Adventure|Drama,American International Pictures (AIP),7.1
0.318061,0,The Vault of Horror,Anna Massey|Terry-Thomas|Glynis Johns|John Forbes-Robertson|Curd JÃ¼rgens,Roy Ward Baker,vault|vampire|painting|dismemberment of human beings|scam,Horror,Amicus Productions|Metromedia Producers Corporation (MPC),6.5
